5/30/2014 17:15:25,Makeupedia,Tiger Swallowtails 2013,http://makeupedia.herokuapp.com/,https://github.com/elreimundo/makeupedia,http://imgur.com/lXkqZf1.jpg,"Ever wanted to change history? Now you can! Makeupedia looks exactly like Wikipedia, except it replaces unwanted ""facts"" with the facts you wish were true. Makeupedia: Don't Believe Everything You Read On The Internet.","Thomas Allnut, Elmer Wu",San Francisco
5/30/2014 18:27:09,CodeWithNyan,Gopher Snakes 2013,codewithnyan.com,https://github.com/gopher-snakes-2013/game-canvas,http://i.imgur.com/RYtzsAd.png,"Codewithnyan.com teaches kids fundamental programming concepts like pattern recognition, method chaining, and looping: inspired by the classic Turtle Logo. Kids type commands into the command line and immediately see the results drawn on the canvas.","Jenny Yee, Kenneth Yu, Robert Taraya",San Francisco
5/31/2014 2:02:50,It's Nacho Problem,Fiery Skippers 2014,nachoprob.herokuapp.com,https://github.com/nihwang/its-nacho-problem,http://i.imgur.com/wfZAyVD.jpg,Nacho Problem helps you pick out recipes based on what you already have in your pantry! ,"Nina Hwang, Erin Snyder, Brittan McGinnis, Paolo Payumo",San Francisco
5/31/2014 9:09:47,Tech Interview Tips,Golden Bears 2014,http://www.techinterview.tips/,http://www.techinterview.tips/,http://www.jackiejohnston.us/portfolio/screenshots/techtips.png,"This is the place to learn ways to answer technical interview questions, and the place to share your knowledge with others.","Jackie Johnston, Drew Parker, Germain Boue, Mason O'Neal",San Francisco
5/31/2014 10:51:39,FeedMe,Banana Slugs 2014,http://www.feedthebeast.today,https://github.com/jonathanpeterwu/feedme,http://imgur.com/PX4ueAH.jpg,Feedme is the fastest way to get a user specific location based food recommendation wherever you are.,"Jonathan Wu, Harry Whelchel, Darren Dahl, Mathilde Mouw, Phil Vargas",San Francisco
5/31/2014 12:05:27,BookMeetups,Banana Slugs 2014,http://bookmeetup.herokuapp.com,https://github.com/banana-slugs-2014/bookmeetups,http://imgur.com/pkCcuBN.jpg,"Bookmeetups is a site that helps you to talk about your favorite books with other people in your area. Add a favorite book to your library, see who else in your area loves that book, and set up a meeting with one of them to talk about it.","Matthew Knudsen, Hunter Paull, Jamie Mckenzie, Stephen Buchanan, Henry Hsu",San Francisco
5/31/2014 12:08:50,GlucoseAmigo,Banana Slugs 2014,http://glucose--amigo.herokuapp.com/,https://github.com/banana-slugs-2014/GlucoseAmigo,http://imgur.com/415G7Ax.jpg,An app to help diabetics and/or caretakers to keep track of their blood sugar readings and weight. Weekly readings are automatically converted to a PDF and then emailed to their doctor every Sunday morning.,"Armando Reed, Chermaine Zimmerman ,Chris Woodrich, Quentin Devauchelle, Timothy Yau",San Francisco
5/31/2014 12:12:34,BetterBet,Banana Slugs 2014,http://http://betterbet.herokuapp.com/,https://github.com/banana-slugs-2014/BetterBet,http://imgur.com/gSVz6Lb.jpg,"We all like to make personal goals. Lose weight. Eat healthy. Save money. The problem is that most of us don't have anyone to keep us accountable. BetterBet is peer-to-peer accountability system that gamifies the goal achievement process. Wanna prove to others that you can achieve your goal? Simply bet money against your accountability buddy. If you don't meet your goal, then your money goes to your friend. If you do meet your goal, and your accountability buddy confirms this, then the money is yours to keep.","Irene Yiu, Brittany Mazza, Jose Menor, Ivan Sued, Anne Willborn",San Francisco
5/31/2014 12:12:45,DBC Connect,Golden Bears 2014,dbcconnect.herokuapp.com,https://github.com/mbech/DBCconnect,https://camo.githubusercontent.com/8ce6cc5ebba4be76cda4a3f3c47e8f33aa13af92/687474703a2f2f692e696d6775722e636f6d2f684476474634332e6a7067,"DBC Connect is an interactive, single-page app created to enable DBC graduates to continue to connect with one another both in person and remotely.","Zohar Liran, Katherine Hayden, Matt Bechtel, Janet Yi, Eric Jos Johnson",San Francisco
6/1/2014 12:19:43,Errands On The Way,Golden Bears 2014,http://www.errandsontheway.com,https://github.com/LightningLord/errandsontheway,http://imgur.com/xiKbeLR.jpg,"ErrandsOnTheWay is a trip planning app that allows you to route a trip, and add stops along the way, based on your errands. ","Jason Lo, Christine Dolendo, Ryan Wood, Melanie Archer",San Francisco
6/2/2014 11:40:41,Bookmeetups,Banana Slugs 2014,bookmeetup.herokuapp.com,https://github.com/banana-slugs-2014/bookmeetups,http://imgur.com/jVri7nJ.jpg,"Bookmeetups helps you to talk about your favorite books with other people in your area. Add a favorite book to your library, see who else in your city loves it, and set up a meeting with one of them to discuss it.","Matthew Knudsen, Stephen Buchanan, Jamie McKenzie, Henry Hsu, Hunter Paull",San Francisco
6/2/2014 16:52:34,Glucose Amigo,Banana Slugs 2014,http://glucose--amigo.herokuapp.com/,https://github.com/banana-slugs-2014/GlucoseAmigo,http://i.imgur.com/aeKQj7J.jpg,a convenient way to keep record of blood sugar levels and send your readings to your doctor automatically.,"Tim, Quentin, Armando, Chermaine ",San Francisco
